person_id,request_sec,pickup_datetime,edge_id,origin_zone,dest_category,x,y,latitude,longitude,pickup_sec,wait_sec,taxi_id,status
dyn_pax_23,54.0,2026-09-07 09:00:54,417933642#0,restaurant|bus_stop,company,1041.0954363710525,463.30841921497654,37.49579826441859,127.03264736696761,106.0,52.0,taxi_38,picked
dyn_pax_24,55.0,2026-09-07 09:00:55,521766175#1,company|restaurant|subway_entrance,company,332.9365590021661,1411.5585828157227,37.504206724109,127.02441570308932,70.0,15.0,taxi_respawn_25,picked
dyn_pax_25,57.0,2026-09-07 09:00:57,521766180#1,company|restaurant|bus_stop,company,466.73410130235357,1169.2838037446552,37.502049542882666,127.02598608796039,107.0,50.0,taxi_28,picked
dyn_pax_26,58.0,2026-09-07 09:00:58,218864491#0,restaurant|bus_stop,company,769.9803916976219,760.1217113917903,37.49842094941813,127.02951181742357,117.0,59.0,taxi_39,picked
dyn_pax_27,59.0,2026-09-07 09:00:59,1229817205#0,company|subway_entrance|bus_stop,company,599.2457558679199,652.2907550986157,37.497417346160496,127.02760695963683,120.0,61.0,taxi_respawn_15,picked
dyn_pax_28,62.0,2026-09-07 09:01:02,521766182#1,company|restaurant|subway_entrance,company,681.695169875507,539.6867345716422,37.496418539503196,127.02856584056028,239.0,177.0,taxi_respawn_29,picked
dyn_pax_29,63.0,2026-09-07 09:01:03,379463130#0,restaurant,,544.1425087303844,1128.5419490598922,37.501697156429024,127.02687101205116,132.0,69.0,taxi_respawn_4,picked
dyn_pax_30,68.0,2026-09-07 09:01:08,1117538957#0,company|restaurant,,312.91680439510856,589.5311930299885,37.49679787270139,127.0243845203811,127.0,59.0,taxi_respawn_12,picked
dyn_pax_31,69.0,2026-09-07 09:01:09,1229817205#0,company|subway_entrance|bus_stop,company,599.2457558679199,652.2907550986157,37.497417346160496,127.02760695963683,149.0,80.0,taxi_19,picked
dyn_pax_32,72.0,2026-09-07 09:01:12,-506191135#22,residential|company|restaurant|bus_stop,company,38.693950105848444,1321.9513167019495,37.50334380565249,127.02110990869835,140.0,68.0,taxi_27,picked
dyn_pax_33,72.0,2026-09-07 09:01:12,504227067#4,residential|restaurant,,502.84500120553366,479.2066548114549,37.49583994070096,127.02655806263846,212.0,140.0,taxi_13,picked
dyn_pax_34,73.0,2026-09-07 09:01:13,375049565#6,restaurant|subway_entrance|bus_stop,company,789.5153251748014,798.8522330112556,37.49877353199428,127.02972351946808,127.0,54.0,taxi_respawn_8,picked
dyn_pax_35,78.0,2026-09-07 09:01:18,521770119#0,restaurant|bus_stop,company,548.9831206778387,935.1148840516827,37.4999556205417,127.02697161236954,126.0,48.0,taxi_36,picked
dyn_pax_36,79.0,2026-09-07 09:01:19,1229817205#1,residential|bus_stop,company,631.6400080768872,572.7061575261558,37.49670653972221,127.02799208080955,200.0,121.0,taxi_9,picked
dyn_pax_37,79.0,2026-09-07 09:01:19,379232155,restaurant,,946.0567570824509,480.05346239194995,37.49593120335224,127.03156888346594,,,,timeout
dyn_pax_38,81.0,2026-09-07 09:01:21,521766180#3,company|subway_entrance,company,386.1025100472621,1391.5483758557143,37.504036522784034,127.0250216210457,,,,timeout
dyn_pax_39,82.0,2026-09-07 09:01:22,1376141183#0,bus_stop,company,548.2528111146681,901.2117688498424,37.49965007283687,127.02697139402301,146.0,64.0,taxi_12,picked
dyn_pax_40,83.0,2026-09-07 09:01:23,494824662#3,restaurant|subway_entrance,company,729.424850252167,406.6843378518681,37.49522941823122,127.02913698209235,171.0,88.0,taxi_respawn_2,picked
dyn_pax_41,85.0,2026-09-07 09:01:25,218877837#2,company|restaurant|bus_stop,,479.4555212141038,978.0213907550284,37.500328997763305,127.02617530290202,133.0,48.0,taxi_4,picked
dyn_pax_42,86.0,2026-09-07 09:01:26,-309155295#1,residential|restaurant,,820.2174803017108,588.0239695218922,37.496880113093034,127.03012056506905,217.0,131.0,taxi_37,picked
dyn_pax_43,89.0,2026-09-07 09:01:29,521770119#0,restaurant|bus_stop,company,548.9831206778387,935.1148840516827,37.4999556205417,127.02697161236954,146.0,57.0,taxi_respawn_6,picked
dyn_pax_44,90.0,2026-09-07 09:01:30,1117538958#3,bus_stop,company,160.18899290588462,540.6019911995099,37.49632820280781,127.02266936696756,209.0,119.0,taxi_30,picked
dyn_pax_45,92.0,2026-09-07 09:01:32,218873820#1,restaurant|bus_stop,company,647.4058653861567,510.6179408698636,37.49615020572141,127.02818504540632,,,,timeout
dyn_pax_46,93.0,2026-09-07 09:01:33,521770119#1,restaurant|bus_stop,company,527.3115514435282,995.8620162900467,37.50049875494786,127.02671217090477,143.0,50.0,taxi_17,picked
dyn_pax_47,93.0,2026-09-07 09:01:33,-309155295#4,residential|restaurant,,966.4689567179357,639.4784987131154,37.49737120494098,127.0317619612052,142.0,49.0,taxi_44,picked
dyn_pax_48,95.0,2026-09-07 09:01:35,1117538958#3,bus_stop,company,160.18899290588462,540.6019911995099,37.49632820280781,127.02266936696756,227.0,132.0,taxi_respawn_22,picked
dyn_pax_49,96.0,2026-09-07 09:01:36,541692164#1,subway_entrance,company,271.6277521231475,1406.6420105391767,37.5041508337347,127.02372362926798,144.0,48.0,taxi_11,picked
dyn_pax_50,97.0,2026-09-07 09:01:37,-542367267#0,company,,179.75773525047865,1390.7576253945435,37.50399035207237,127.02268859703804,131.0,34.0,taxi_14,picked
dyn_pax_51,100.0,2026-09-07 09:01:40,178441450#1,residential|company|restaurant|bus_stop,,282.90243066757296,609.4157395563556,37.496971320837204,127.02404044855805,212.0,112.0,taxi_respawn_28,picked
dyn_pax_52,103.0,2026-09-07 09:01:43,178441450#1,residential|company|restaurant|bus_stop,company,282.90243066757296,609.4157395563556,37.496971320837204,127.02404044855805,217.0,114.0,taxi_16,picked
dyn_pax_53,105.0,2026-09-07 09:01:45,523141074#0,company|restaurant|subway_entrance,company,524.0338794858329,871.4890157117229,37.4993777454413,127.02670460634431,142.0,37.0,taxi_0,picked
dyn_pax_54,107.0,2026-09-07 09:01:47,1117538957#3,restaurant|subway_entrance|bus_stop,company,465.5082521847807,644.8780924026132,37.49732530507706,127.02609663221197,219.0,112.0,taxi_respawn_16,picked
dyn_pax_55,114.0,2026-09-07 09:01:54,506191135#3,residential|company|restaurant|bus_stop,company,238.79972345576414,789.4714057742513,37.49858497042428,127.023499044737,149.0,35.0,taxi_48,picked
dyn_pax_56,116.0,2026-09-07 09:01:56,-504509918#2,company|restaurant|bus_stop,company,398.9694242295193,827.4758220967593,37.49895762305832,127.02530099003066,187.0,71.0,taxi_respawn_9,picked
dyn_pax_57,121.0,2026-09-07 09:02:01,-506191135#22,residential|company|restaurant|bus_stop,company,38.693950105848444,1321.9513167019495,37.50334380565249,127.02110990869835,160.0,39.0,taxi_respawn_3,picked
dyn_pax_58,124.0,2026-09-07 09:02:04,1376141183#0,bus_stop,company,548.2528111146681,901.2117688498424,37.49965007283687,127.02697139402301,189.0,65.0,taxi_respawn_11,picked
dyn_pax_59,124.0,2026-09-07 09:02:04,-417750336#5,restaurant,,886.0343029737398,891.1232225857099,37.499622942823265,127.030792984823,205.0,81.0,taxi_43,picked
dyn_pax_60,125.0,2026-09-07 09:02:05,521770119#0,restaurant|bus_stop,,548.9831206778387,935.1148840516827,37.4999556205417,127.02697161236954,247.0,122.0,taxi_respawn_5,picked
dyn_pax_61,126.0,2026-09-07 09:02:06,-542367267#1,bus_stop,company,247.51018316686128,1414.7184918773391,37.504219024473855,127.02344900430944,190.0,64.0,taxi_3,picked
dyn_pax_62,127.0,2026-09-07 09:02:07,1376141184#0,bus_stop,company,643.3432253030496,578.0866055082481,37.49675721809014,127.02812312566316,,,,timeout
dyn_pax_63,129.0,2026-09-07 09:02:09,1229817205#1,residential|bus_stop,company,631.6400080768872,572.7061575261558,37.49670653972221,127.02799208080955,246.0,117.0,taxi_respawn_18,picked
dyn_pax_64,130.0,2026-09-07 09:02:10,521766180#3,company|subway_entrance,company,386.1025100472621,1391.5483758557143,37.504036522784034,127.0250216210457,,,,timeout
dyn_pax_65,133.0,2026-09-07 09:02:13,256787796#6,restaurant,,626.4884087870183,851.7135990963859,37.499218954480725,127.02786771303293,218.0,85.0,taxi_respawn_24,picked
dyn_pax_66,136.0,2026-09-07 09:02:16,521766180#2,company|restaurant|subway_entrance,company,439.1682246573338,1248.125402422748,37.50275456053775,127.0256556898917,,,,timeout
dyn_pax_67,138.0,2026-09-07 09:02:18,506191135#3,residential|company|restaurant|bus_stop,company,238.79972345576414,789.4714057742513,37.49858497042428,127.023499044737,292.0,154.0,taxi_respawn_23,picked
dyn_pax_68,140.0,2026-09-07 09:02:20,218864491#0,restaurant|bus_stop,company,769.9803916976219,760.1217113917903,37.49842094941813,127.02951181742357,247.0,107.0,taxi_respawn_7,picked
dyn_pax_69,144.0,2026-09-07 09:02:24,521766180#3,company|subway_entrance,company,386.1025100472621,1391.5483758557143,37.504036522784034,127.0250216210457,,,,timeout
dyn_pax_70,145.0,2026-09-07 09:02:25,975332778#1,bus_stop,company,681.6099970732737,721.9380561808346,37.49806030190971,127.02852170075586,253.0,108.0,taxi_respawn_20,picked
dyn_pax_71,146.0,2026-09-07 09:02:26,-506191135#2,residential|bus_stop,,236.19733776439384,769.6838415951818,37.49840622577806,127.02347432089968,205.0,59.0,taxi_respawn_30,picked
dyn_pax_72,150.0,2026-09-07 09:02:30,218857636#1,residential|company|restaurant|bus_stop,,297.92905089287035,623.2061345250047,37.49709839153085,127.02420706961871,297.0,147.0,taxi_49,picked
dyn_pax_73,151.0,2026-09-07 09:02:31,521770119#0,restaurant|bus_stop,company,548.9831206778387,935.1148840516827,37.4999556205417,127.02697161236954,233.0,82.0,taxi_1,picked
dyn_pax_74,155.0,2026-09-07 09:02:35,521766180#2,company|restaurant|subway_entrance,company,439.1682246573338,1248.125402422748,37.50275456053775,127.0256556898917,,,,timeout
dyn_pax_75,155.0,2026-09-07 09:02:35,-309155295#1,residential|restaurant,,820.2174803017108,588.0239695218922,37.496880113093034,127.03012056506905,231.0,76.0,taxi_33,picked
dyn_pax_76,161.0,2026-09-07 09:02:41,1117538957#3,restaurant|subway_entrance|bus_stop,company,465.5082521847807,644.8780924026132,37.49732530507706,127.02609663221197,310.0,149.0,taxi_26,picked
dyn_pax_77,162.0,2026-09-07 09:02:42,521770116#2,company|restaurant|bus_stop,company,432.3182248087171,1108.514093563608,37.50149560521279,127.02561136613096,214.0,52.0,taxi_respawn_26,picked
dyn_pax_78,164.0,2026-09-07 09:02:44,521766182#1,company|restaurant|subway_entrance,company,681.695169875507,539.6867345716422,37.496418539503196,127.02856584056028,271.0,107.0,taxi_35,picked
dyn_pax_79,164.0,2026-09-07 09:02:44,628232693#0,company|restaurant,,644.2623295929467,660.168099777976,37.49749680792099,127.0281140674837,336.0,172.0,taxi_41,picked
dyn_pax_80,165.0,2026-09-07 09:02:45,520307304#0,school|subway_entrance|bus_stop,company,602.6035134310263,763.145495629718,37.498416594724866,127.02761864854104,235.0,70.0,taxi_46,picked
dyn_pax_81,166.0,2026-09-07 09:02:46,521770119#1,restaurant|bus_stop,,527.3115514435282,995.8620162900467,37.50049875494786,127.02671217090477,187.0,21.0,taxi_29,picked
dyn_pax_82,168.0,2026-09-07 09:02:48,523141074#0,company|restaurant|subway_entrance,company,524.0338794858329,871.4890157117229,37.4993777454413,127.02670460634431,251.0,83.0,taxi_respawn_14,picked
dyn_pax_83,169.0,2026-09-07 09:02:49,506191135#3,residential|company|restaurant|bus_stop,company,238.79972345576414,789.4714057742513,37.49858497042428,127.023499044737,379.0,210.0,taxi_40,picked
dyn_pax_84,171.0,2026-09-07 09:02:51,-379232133,restaurant,,887.8909311741835,528.8139035551092,37.496359489964284,127.03089971288236,277.0,106.0,taxi_21,picked
dyn_pax_85,172.0,2026-09-07 09:02:52,521766182#1,company|restaurant|subway_entrance,company,681.695169875507,539.6867345716422,37.496418539503196,127.02856584056028,332.0,160.0,taxi_respawn_17,picked
dyn_pax_86,177.0,2026-09-07 09:02:57,523141074#0,company|restaurant|subway_entrance,company,524.0338794858329,871.4890157117229,37.4993777454413,127.02670460634431,260.0,83.0,taxi_respawn_19,picked
dyn_pax_87,179.0,2026-09-07 09:02:59,521770116#2,company|restaurant|bus_stop,company,432.3182248087171,1108.514093563608,37.50149560521279,127.02561136613096,404.0,225.0,taxi_23,picked
dyn_pax_88,182.0,2026-09-07 09:03:02,218873820#0,restaurant|subway_entrance|bus_stop,company,628.9829311132032,562.4061665928522,37.49661325243901,127.02796447999128,300.0,118.0,taxi_respawn_31,picked
dyn_pax_89,184.0,2026-09-07 09:03:04,520307304#0,school|subway_entrance|bus_stop,company,602.6035134310263,763.145495629718,37.498416594724866,127.02761864854104,496.0,312.0,taxi_5,picked
dyn_pax_90,185.0,2026-09-07 09:03:05,218873820#0,restaurant|subway_entrance|bus_stop,company,628.9829311132032,562.4061665928522,37.49661325243901,127.02796447999128,376.0,191.0,taxi_15,picked
dyn_pax_91,186.0,2026-09-07 09:03:06,1117538957#3,restaurant|subway_entrance|bus_stop,company,465.5082521847807,644.8780924026132,37.49732530507706,127.02609663221197,299.0,113.0,taxi_4,picked
dyn_pax_92,188.0,2026-09-07 09:03:08,1376141183#0,bus_stop,company,548.2528111146681,901.2117688498424,37.49965007283687,127.02697139402301,349.0,161.0,taxi_respawn_1,picked
dyn_pax_93,189.0,2026-09-07 09:03:09,520307304#0,school|subway_entrance|bus_stop,company,602.6035134310263,763.145495629718,37.498416594724866,127.02761864854104,344.0,155.0,taxi_respawn_27,picked
dyn_pax_94,192.0,2026-09-07 09:03:12,-506191135#2,residential|bus_stop,company,236.19733776439384,769.6838415951818,37.49840622577806,127.02347432089968,337.0,145.0,taxi_25,picked
dyn_pax_95,192.0,2026-09-07 09:03:12,-117790045#3,restaurant,,459.7597996777886,1476.3698694609513,37.50481454718326,127.02583436303603,286.0,94.0,taxi_24,picked
dyn_pax_96,201.0,2026-09-07 09:03:21,305539406,company|restaurant|subway_entrance,company,566.389495917364,736.5285064605782,37.49816998085155,127.02721550408178,341.0,140.0,taxi_respawn_32,picked
dyn_pax_97,203.0,2026-09-07 09:03:23,521766175#3,company|restaurant|subway_entrance|bus_stop,company,373.6701172395771,1298.610217621072,37.50319695740621,127.02490310718325,313.0,110.0,taxi_18,picked
dyn_pax_98,205.0,2026-09-07 09:03:25,375049565#6,restaurant|subway_entrance|bus_stop,company,789.5153251748014,798.8522330112556,37.49877353199428,127.02972351946808,326.0,121.0,taxi_respawn_13,picked
dyn_pax_99,208.0,2026-09-07 09:03:28,-417933645#2,company|restaurant|subway_entrance,company,701.1658676593129,719.5455833044954,37.49804244093877,127.02874337560036,359.0,151.0,taxi_respawn_21,picked
dyn_pax_100,209.0,2026-09-07 09:03:29,521770116#2,company|restaurant|bus_stop,company,432.3182248087171,1108.514093563608,37.50149560521279,127.02561136613096,341.0,132.0,taxi_31,picked
dyn_pax_101,210.0,2026-09-07 09:03:30,521766180#1,company|restaurant|bus_stop,company,466.73410130235357,1169.2838037446552,37.502049542882666,127.02598608796039,378.0,168.0,taxi_42,picked
dyn_pax_102,212.0,2026-09-07 09:03:32,521766182#1,company|restaurant|subway_entrance,company,681.695169875507,539.6867345716422,37.496418539503196,127.02856584056028,413.0,201.0,taxi_38,picked
dyn_pax_103,213.0,2026-09-07 09:03:33,1117538957#3,restaurant|subway_entrance|bus_stop,company,465.5082521847807,644.8780924026132,37.49732530507706,127.02609663221197,390.0,177.0,taxi_34,picked
dyn_pax_104,215.0,2026-09-07 09:03:35,-26163000#3,restaurant,,588.7487146070255,1286.0705793093782,37.50312464930957,127.02733802606956,376.0,161.0,taxi_respawn_25,picked
dyn_pax_105,218.0,2026-09-07 09:03:38,1117538957#3,restaurant|subway_entrance|bus_stop,,465.5082521847807,644.8780924026132,37.49732530507706,127.02609663221197,430.0,212.0,taxi_27,picked
dyn_pax_106,219.0,2026-09-07 09:03:39,218864491#0,restaurant|bus_stop,company,769.9803916976219,760.1217113917903,37.49842094941813,127.02951181742357,358.0,139.0,taxi_0,picked
dyn_pax_107,223.0,2026-09-07 09:03:43,521766175#1,company|restaurant|subway_entrance,company,332.9365590021661,1411.5585828157227,37.504206724109,127.02441570308932,381.0,158.0,taxi_39,picked
dyn_pax_108,233.0,2026-09-07 09:03:53,-542367267#1,bus_stop,company,247.51018316686128,1414.7184918773391,37.504219024473855,127.02344900430944,458.0,225.0,taxi_respawn_3,picked
dyn_pax_109,233.0,2026-09-07 09:03:53,-129731717#1,residential|company|restaurant,,188.433090102474,1374.3511058470413,37.503844200149025,127.0227905913032,390.0,157.0,taxi_45,picked
dyn_pax_110,239.0,2026-09-07 09:03:59,521766175#3,company|restaurant|subway_entrance|bus_stop,company,373.6701172395771,1298.610217621072,37.50319695740621,127.02490310718325,478.0,239.0,taxi_respawn_26,picked
dyn_pax_111,240.0,2026-09-07 09:04:00,375049565#6,restaurant|subway_entrance|bus_stop,company,789.5153251748014,798.8522330112556,37.49877353199428,127.02972351946808,468.0,228.0,taxi_respawn_4,picked
dyn_pax_112,243.0,2026-09-07 09:04:03,375049565#6,restaurant|subway_entrance|bus_stop,company,789.5153251748014,798.8522330112556,37.49877353199428,127.02972351946808,412.0,169.0,taxi_33,picked
dyn_pax_113,244.0,2026-09-07 09:04:04,129731859#3,restaurant,,873.6090416568148,941.272009001338,37.50007235670303,127.03064062663523,412.0,168.0,taxi_48,picked
dyn_pax_114,245.0,2026-09-07 09:04:05,-309155295#0,restaurant,,747.4684617800942,561.8059110120743,37.49663020867341,127.0293042509181,417.0,172.0,taxi_32,picked
dyn_pax_115,246.0,2026-09-07 09:04:06,-542367267#1,bus_stop,company,247.51018316686128,1414.7184918773391,37.504219024473855,127.02344900430944,474.0,228.0,taxi_22,picked
dyn_pax_116,247.0,2026-09-07 09:04:07,1117538957#3,restaurant|subway_entrance|bus_stop,company,465.5082521847807,644.8780924026132,37.49732530507706,127.02609663221197,495.0,248.0,taxi_respawn_8,picked
dyn_pax_117,247.0,2026-09-07 09:04:07,-256787796#1,restaurant,,578.741609978934,1014.5790766049616,37.500677080058935,127.02728924469663,493.0,246.0,taxi_11,picked
dyn_pax_118,251.0,2026-09-07 09:04:11,417933642#0,restaurant|bus_stop,company,1041.0954363710525,463.30841921497654,37.49579826441859,127.03264736696761,492.0,241.0,taxi_16,picked
dyn_pax_119,253.0,2026-09-07 09:04:13,541692164#1,subway_entrance,company,271.6277521231475,1406.6420105391767,37.5041508337347,127.02372362926798,427.0,174.0,taxi_respawn_14,picked
dyn_pax_120,255.0,2026-09-07 09:04:15,117790041#0,restaurant,,413.90787044506357,1458.5096356977913,37.50464498763265,127.02532013264272,,,,timeout
dyn_pax_121,256.0,2026-09-07 09:04:16,521766175#3,company|restaurant|subway_entrance|bus_stop,company,373.6701172395771,1298.610217621072,37.50319695740621,127.02490310718325,431.0,175.0,taxi_respawn_9,picked
dyn_pax_122,258.0,2026-09-07 09:04:18,521766175#3,company|restaurant|subway_entrance|bus_stop,company,373.6701172395771,1298.610217621072,37.50319695740621,127.02490310718325,483.0,225.0,taxi_36,picked
dyn_pax_123,260.0,2026-09-07 09:04:20,480850873,company|restaurant|bus_stop,company,548.1935052770749,708.5896639848544,37.49791486187584,127.0270163956136,463.0,203.0,taxi_6,picked
dyn_pax_124,260.0,2026-09-07 09:04:20,239962780#1,company|restaurant,,78.091042197054,1418.7355011637856,37.504223128704645,127.02153236485597,440.0,180.0,taxi_20,picked
dyn_pax_125,263.0,2026-09-07 09:04:23,1376141184#0,bus_stop,company,643.3432253030496,578.0866055082481,37.49675721809014,127.02812312566316,,,,timeout
dyn_pax_126,264.0,2026-09-07 09:04:24,1376141182#0,bus_stop,company,385.7154046370183,1301.0311255965628,37.50322104370192,127.02503873135461,486.0,222.0,taxi_43,picked
dyn_pax_127,265.0,2026-09-07 09:04:25,-417750337#4,restaurant,,542.6552277079157,1139.0745154802132,37.5017917560025,127.02685169754334,473.0,208.0,taxi_respawn_24,picked
dyn_pax_128,267.0,2026-09-07 09:04:27,521766182#1,company|restaurant|subway_entrance,company,681.695169875507,539.6867345716422,37.496418539503196,127.02856584056028,428.0,161.0,taxi_19,picked
dyn_pax_129,267.0,2026-09-07 09:04:27,-129731857#1,restaurant,,773.0987126859483,849.1784152186673,37.499223789418295,127.02952598601298,431.0,164.0,taxi_respawn_5,picked
dyn_pax_130,268.0,2026-09-07 09:04:28,1376141182#0,bus_stop,company,385.7154046370183,1301.0311255965628,37.50322104370192,127.02503873135461,481.0,213.0,taxi_17,picked
dyn_pax_131,269.0,2026-09-07 09:04:29,520307304#2,restaurant,,553.737131666575,902.6336565846188,37.499663917706236,127.02703306650038,426.0,157.0,taxi_14,picked
dyn_pax_132,270.0,2026-09-07 09:04:30,520307304#0,school|subway_entrance|bus_stop,company,602.6035134310263,763.145495629718,37.498416594724866,127.02761864854104,675.0,405.0,taxi_47,picked
dyn_pax_133,273.0,2026-09-07 09:04:33,1117538957#3,restaurant|subway_entrance|bus_stop,company,465.5082521847807,644.8780924026132,37.49732530507706,127.02609663221197,468.0,195.0,taxi_respawn_18,picked
dyn_pax_134,275.0,2026-09-07 09:04:35,-417933645#2,company|restaurant|subway_entrance,company,701.1658676593129,719.5455833044954,37.49804244093877,127.02874337560036,483.0,208.0,taxi_2,picked
dyn_pax_135,280.0,2026-09-07 09:04:40,1117538957#0,company|restaurant,,312.91680439510856,589.5311930299885,37.49679787270139,127.0243845203811,431.0,151.0,taxi_respawn_12,picked
dyn_pax_136,281.0,2026-09-07 09:04:41,494824662#3,restaurant|subway_entrance,company,729.424850252167,406.6843378518681,37.49522941823122,127.02913698209235,528.0,247.0,taxi_37,picked
dyn_pax_137,281.0,2026-09-07 09:04:41,1117538958#2,company,,104.12900552775619,520.131995808405,37.496133188537314,127.02204040818502,479.0,198.0,taxi_respawn_32,picked
dyn_pax_138,282.0,2026-09-07 09:04:42,1117538957#3,restaurant|subway_entrance|bus_stop,company,465.5082521847807,644.8780924026132,37.49732530507706,127.02609663221197,559.0,277.0,taxi_8,picked
dyn_pax_139,286.0,2026-09-07 09:04:46,417933642#2,residential|restaurant,,976.5976168723116,645.9370182109647,37.49743129415275,127.0318749523804,522.0,236.0,taxi_44,picked
dyn_pax_140,287.0,2026-09-07 09:04:47,521766180#3,company|subway_entrance,company,386.1025100472621,1391.5483758557143,37.504036522784034,127.0250216210457,,,,timeout
dyn_pax_141,289.0,2026-09-07 09:04:49,506191135#3,residential|company|restaurant|bus_stop,company,238.79972345576414,789.4714057742513,37.49858497042428,127.023499044737,438.0,149.0,taxi_respawn_22,picked
dyn_pax_142,291.0,2026-09-07 09:04:51,218873820#0,restaurant|subway_entrance|bus_stop,,628.9829311132032,562.4061665928522,37.49661325243901,127.02796447999128,512.0,221.0,taxi_9,picked
dyn_pax_143,293.0,2026-09-07 09:04:53,417933645#0,residential|restaurant,,823.1026288816429,385.61625104994533,37.49505730126708,127.03020109557775,561.0,268.0,taxi_respawn_29,picked
dyn_pax_144,297.0,2026-09-07 09:04:57,520307304#0,school|subway_entrance|bus_stop,company,602.6035134310263,763.145495629718,37.498416594724866,127.02761864854104,508.0,211.0,taxi_30,picked
dyn_pax_145,298.0,2026-09-07 09:04:58,506191135#3,residential|company|restaurant|bus_stop,,238.79972345576414,789.4714057742513,37.49858497042428,127.023499044737,507.0,209.0,taxi_1,picked
dyn_pax_146,302.0,2026-09-07 09:05:02,239954074#0,company|restaurant,,429.7181373520864,1403.414988136971,37.50415166837821,127.02551198233628,,,,timeout
