request_id,pickup_datetime,latitude,longitude,h3_index,from_edge,to_edge,depart_sec
call_20260831_215,2026-08-31 09:17:31,37.496266343908836,127.02852759378716,8830e1ca21fffff,521766182#0,-26163000#3,1051.0
call_20260831_216,2026-08-31 09:18:36,37.495636858212606,127.02887443131246,8830e1ca21fffff,494824662#3,117790049#3,1116.0
call_20260831_217,2026-08-31 09:18:47,37.49487668203444,127.02977689966596,8830e1ca21fffff,-379232161#0,-117790036#1,1127.0
call_20260831_218,2026-08-31 09:19:15,37.50374958751189,127.03249323900444,8830e1ca07fffff,117790035,-117790039#4,1155.0
call_20260831_219,2026-08-31 09:23:41,37.49459484136941,127.0226631790743,8830e1ca2dfffff,-376649992,117790062#1,1421.0
call_20260831_220,2026-08-31 09:24:42,37.49404453879786,127.02561952690162,8830e1ca21fffff,1056882877#2,-239962780#1,1482.0
call_20260831_221,2026-08-31 09:25:37,37.50439464252571,127.02278960928787,8830e1ca05fffff,-417731530,417933642#2,1537.0
call_20260831_222,2026-08-31 09:26:17,37.49672184293896,127.02808069763005,8830e1ca21fffff,1229817205#1,-176732665,1577.0
call_20260831_223,2026-08-31 09:27:18,37.506033999752134,127.03045411563367,8830e1ca07fffff,-26004328#0,-239954007,1638.0
call_20260831_224,2026-08-31 09:27:22,37.49459484136941,127.0226631790743,8830e1ca2dfffff,-376649992,-523141073,1642.0
call_20260831_225,2026-08-31 09:28:46,37.493628966374665,127.02383511246954,8830e1ca2dfffff,376649996#0,379463134#2,1726.0
call_20260831_226,2026-08-31 09:29:11,37.49363908652725,127.02386900424202,8830e1ca2dfffff,-376649996#1,-417933645#2,1751.0
call_20260831_227,2026-08-31 09:29:38,37.50542445388728,127.03058642840735,8830e1ca07fffff,117790044#3,504509918#0,1778.0
call_20260831_228,2026-08-31 09:32:38,37.49637073871757,127.02825155592033,8830e1ca21fffff,218873820#0,523141074#0,1958.0
call_20260831_229,2026-08-31 09:33:16,37.493628966374665,127.02383511246954,8830e1ca2dfffff,376649996#0,117790044#0,1996.0
call_20260831_230,2026-08-31 09:35:46,37.49363908652725,127.02386900424202,8830e1ca2dfffff,-376649996#1,-417933645#2,2146.0
call_20260831_231,2026-08-31 09:36:06,37.503810683439376,127.02663298688775,8830e1ca05fffff,-117790051#3,26163000#0,2166.0
call_20260831_232,2026-08-31 09:36:23,37.50172017494218,127.0317344242308,8830e1ca2bfffff,-1537068129#0,521770119#2,2183.0
call_20260831_233,2026-08-31 09:37:05,37.501632579556,127.02603870788894,8830e1ca29fffff,521770119#3,117790049#0,2225.0
call_20260831_234,2026-08-31 09:37:24,37.49580923306924,127.02876464922933,8830e1ca21fffff,494824662#4,-800742072#1,2244.0
call_20260831_235,2026-08-31 09:37:32,37.493628966374665,127.02383511246954,8830e1ca2dfffff,376649996#0,-239954005#1,2252.0
call_20260831_236,2026-08-31 09:38:11,37.493628966374665,127.02383511246954,8830e1ca2dfffff,376649996#0,1472718291,2291.0
call_20260831_237,2026-08-31 09:39:04,37.50314618121546,127.02740263221567,8830e1ca05fffff,26163000#3,-117790044#3,2344.0
call_20260831_238,2026-08-31 09:40:49,37.50374958751189,127.03249323900444,8830e1ca07fffff,117790035,117790051#4,2449.0
call_20260831_239,2026-08-31 09:43:31,37.50423617043218,127.03181246864501,8830e1ca07fffff,-117790060#0,-1056882877#0,2611.0
call_20260831_240,2026-08-31 09:44:19,37.49363908652725,127.02386900424202,8830e1ca2dfffff,-376649996#1,239954369,2659.0
call_20260831_241,2026-08-31 09:46:02,37.493628966374665,127.02383511246954,8830e1ca2dfffff,376649996#0,1537068130#0,2762.0
call_20260831_242,2026-08-31 09:46:39,37.50296809175634,127.03407076513858,8830e1ca07fffff,-417746802,117790044#3,2799.0
call_20260831_243,2026-08-31 09:47:11,37.50296809175634,127.03407076513858,8830e1ca07fffff,-417746802,375049565#5,2831.0
call_20260831_244,2026-08-31 09:47:37,37.50356928397921,127.032706118394,8830e1ca07fffff,117790060#1,117790055#0,2857.0
call_20260831_245,2026-08-31 09:47:40,37.495964324493116,127.0273176671949,8830e1ca21fffff,-504227067#3,-117790031#1,2860.0
call_20260831_246,2026-08-31 09:48:53,37.496266343908836,127.02852759378716,8830e1ca21fffff,521766182#0,521770119#0,2933.0
call_20260831_247,2026-08-31 09:48:58,37.49571249655901,127.02981024517186,8830e1ca21fffff,-417933645#1,-239962780#1,2938.0
call_20260831_248,2026-08-31 09:51:12,37.50383487193073,127.03248952948778,8830e1ca07fffff,117790060#0,239962780#1,3072.0
call_20260831_249,2026-08-31 09:51:25,37.50399994997831,127.02286761333372,8830e1ca05fffff,-542367267#1,239954369,3085.0
call_20260831_250,2026-08-31 09:51:45,37.49363908652725,127.02386900424202,8830e1ca2dfffff,-376649996#1,-1011529829#3,3105.0
call_20260831_251,2026-08-31 09:51:46,37.505118382516464,127.02320740370548,8830e1ca05fffff,-239954464#1,1537068129#1,3106.0
call_20260831_252,2026-08-31 09:52:31,37.50345255104343,127.03373814642488,8830e1ca07fffff,117790055#1,-117790031#3,3151.0
call_20260831_253,2026-08-31 09:52:41,37.495623823379425,127.03222681272283,8830e1ca23fffff,-379232161#5,-117790055#0,3161.0
call_20260831_254,2026-08-31 09:56:04,37.49363908652725,127.02386900424202,8830e1ca2dfffff,-376649996#1,129733424#0,3364.0
call_20260831_255,2026-08-31 10:01:52,37.50588029827637,127.03360951522615,8830e1ca07fffff,117790044#5,-541692164#2,3712.0
call_20260831_256,2026-08-31 10:01:52,37.49459484136941,127.0226631790743,8830e1ca2dfffff,-376649992,379232161#5,3712.0
call_20260831_257,2026-08-31 10:06:19,37.49459484136941,127.0226631790743,8830e1ca2dfffff,-376649992,417750354#1,3979.0
call_20260831_258,2026-08-31 10:06:42,37.495181265862314,127.03090972390812,8830e1ca21fffff,379232161#1,-417750354#0,4002.0
call_20260831_259,2026-08-31 10:06:59,37.495970670367036,127.0306460264481,8830e1ca21fffff,417933646#0,117790051#4,4019.0
call_20260831_260,2026-08-31 10:11:42,37.50418133102149,127.02347109389717,8830e1ca05fffff,-541692164#0,379463134#3,4302.0
call_20260831_261,2026-08-31 10:11:51,37.50431979950923,127.02977483322233,8830e1ca05fffff,-117790062#1,-379232161#0,4311.0
call_20260831_262,2026-08-31 10:13:16,37.50402741090947,127.02865524435984,8830e1ca05fffff,26004328#1,-417750354#0,4396.0
call_20260831_263,2026-08-31 10:13:59,37.49363908652725,127.02386900424202,8830e1ca2dfffff,-376649996#1,379463134#4,4439.0
call_20260831_264,2026-08-31 10:19:59,37.495181265862314,127.03090972390812,8830e1ca21fffff,379232161#1,-417731530,4799.0
call_20260831_265,2026-08-31 10:24:49,37.49601871731945,127.02729361363384,8830e1ca21fffff,504227067#0,-117790062#6,5089.0
call_20260831_266,2026-08-31 10:25:11,37.504203523272714,127.0213656739437,8830e1ca63fffff,239962780#0,117790036#1,5111.0
call_20260831_267,2026-08-31 10:25:57,37.493628966374665,127.02383511246954,8830e1ca2dfffff,376649996#0,239954007,5157.0
call_20260831_268,2026-08-31 10:27:19,37.503566942383394,127.0216319156706,8830e1ca63fffff,219837933#0,541692164#1,5239.0
call_20260831_269,2026-08-31 10:29:14,37.5051090539331,127.03045851418027,8830e1ca05fffff,-117790062#0,239954009#0,5354.0
call_20260831_270,2026-08-31 10:29:21,37.50475430916638,127.03212748823265,8830e1ca07fffff,239954369,-117790062#4,5361.0
call_20260831_271,2026-08-31 10:33:10,37.50316547062952,127.02728413813135,8830e1ca05fffff,379463134#4,376649992,5590.0
call_20260831_272,2026-08-31 10:36:02,37.50519016862656,127.03131805755199,8830e1ca07fffff,417750342#2,-26163000#6,5762.0
call_20260831_273,2026-08-31 10:41:55,37.503156145731005,127.02715214381084,8830e1ca05fffff,-379463134#4,-379232161#0,6115.0
call_20260831_274,2026-08-31 10:46:32,37.493628966374665,127.02383511246954,8830e1ca2dfffff,376649996#0,-117790062#9,6392.0
call_20260831_275,2026-08-31 10:49:58,37.495960732274575,127.03061212790001,8830e1ca21fffff,-417933646#1,256787796#0,6598.0
call_20260831_276,2026-08-31 10:54:38,37.504274316889756,127.02355331468583,8830e1ca05fffff,-239954464#0,1229817205#0,6878.0
call_20260831_277,2026-08-31 10:54:46,37.503344123654664,127.02780387124838,8830e1ca05fffff,-379463134#6,117790044#0,6886.0
call_20260831_278,2026-08-31 10:56:28,37.50575412207789,127.02135731481903,8830e1ca63fffff,239962778,379463134#5,6988.0
call_20260831_279,2026-08-31 10:57:53,37.49459484136941,127.0226631790743,8830e1ca2dfffff,-376649992,239962780#0,7073.0
