request_id,pickup_datetime,latitude,longitude,h3_index,from_edge,to_edge,depart_sec
call_20260831_1940,2026-08-31 17:33:48,37.494951666666665,127.03487,8830e1ca23fffff,C0D0,C1C0,2028.0
call_20260831_1941,2026-08-31 17:34:13,37.49838166666667,127.02517999999999,8830e1ca29fffff,C1B1,D2D1,2053.0
call_20260831_1942,2026-08-31 17:34:44,37.50154666666667,127.0250725,8830e1ca29fffff,B1B2,C2D2,2084.0
call_20260831_1943,2026-08-31 17:34:49,37.495086666666666,127.0349275,8830e1ca23fffff,D1D0,D2D1,2089.0
call_20260831_1944,2026-08-31 17:36:13,37.49512,127.0299275,8830e1ca21fffff,C1C0,C3D3,2173.0
call_20260831_1945,2026-08-31 17:36:14,37.495086666666666,127.0349275,8830e1ca23fffff,D1D0,B2B1,2174.0
call_20260831_1946,2026-08-31 17:37:34,37.494951666666665,127.03487,8830e1ca23fffff,C0D0,C0B0,2254.0
call_20260831_1947,2026-08-31 17:37:59,37.505048333333335,127.02013,8830e1ca63fffff,B3A3,B0C0,2279.0
call_20260831_1948,2026-08-31 17:38:02,37.495086666666666,127.0349275,8830e1ca23fffff,D1D0,C3D3,2282.0
call_20260831_1949,2026-08-31 17:38:11,37.49821333333333,127.0300725,8830e1ca2bfffff,C0C1,A1B1,2291.0
call_20260831_1950,2026-08-31 17:38:26,37.501715000000004,127.03018,8830e1ca2bfffff,D2C2,B1B2,2306.0
call_20260831_1951,2026-08-31 17:38:32,37.49838166666667,127.03018,8830e1ca2bfffff,D1C1,B2A2,2312.0
call_20260831_1952,2026-08-31 17:40:33,37.49845333333333,127.0299275,8830e1ca2bfffff,C2C1,C0C1,2433.0
call_20260831_1953,2026-08-31 17:42:15,37.494951666666665,127.03487,8830e1ca23fffff,C0D0,D0C0,2535.0
call_20260831_1954,2026-08-31 17:42:47,37.50154666666667,127.0250725,8830e1ca29fffff,B1B2,D2C2,2567.0
call_20260831_1955,2026-08-31 17:43:20,37.505048333333335,127.02013,8830e1ca63fffff,B3A3,D1D0,2600.0
call_20260831_1956,2026-08-31 17:43:24,37.495086666666666,127.0199275,8830e1ca2dfffff,A1A0,A2B2,2604.0
call_20260831_1957,2026-08-31 17:43:47,37.495086666666666,127.0349275,8830e1ca23fffff,D1D0,C3C2,2627.0
call_20260831_1958,2026-08-31 17:43:52,37.50154666666667,127.0350725,8830e1ca3dfffff,D1D2,C1D1,2632.0
call_20260831_1959,2026-08-31 17:44:04,37.50154666666667,127.0350725,8830e1ca3dfffff,D1D2,C1D1,2644.0
call_20260831_1960,2026-08-31 17:44:06,37.49821333333333,127.0300725,8830e1ca2bfffff,C0C1,D3C3,2646.0
call_20260831_1961,2026-08-31 17:44:13,37.49838166666667,127.03018,8830e1ca2bfffff,D1C1,A3A2,2653.0
call_20260831_1962,2026-08-31 17:45:52,37.498284999999996,127.03482,8830e1ca2bfffff,C1D1,B0C0,2752.0
call_20260831_1963,2026-08-31 17:46:35,37.498284999999996,127.02481999999999,8830e1ca29fffff,A1B1,D0D1,2795.0
call_20260831_1964,2026-08-31 17:47:09,37.50178666666667,127.02492749999999,8830e1ca29fffff,B3B2,C0B0,2829.0
call_20260831_1965,2026-08-31 17:47:32,37.49838166666667,127.02517999999999,8830e1ca29fffff,C1B1,C3B3,2852.0
call_20260831_1966,2026-08-31 17:47:35,37.494951666666665,127.03487,8830e1ca23fffff,C0D0,C2C3,2855.0
call_20260831_1967,2026-08-31 17:47:40,37.498284999999996,127.02982,8830e1ca2bfffff,B1C1,D3C3,2860.0
call_20260831_1968,2026-08-31 17:48:06,37.49512,127.02492749999999,8830e1ca21fffff,B1B0,C0C1,2886.0
call_20260831_1969,2026-08-31 17:48:08,37.495086666666666,127.0349275,8830e1ca23fffff,D1D0,B0A0,2888.0
call_20260831_1970,2026-08-31 17:48:42,37.49821333333333,127.0200725,8830e1ca29fffff,A0A1,C1D1,2922.0
call_20260831_1971,2026-08-31 17:49:13,37.495086666666666,127.0349275,8830e1ca23fffff,D1D0,C3B3,2953.0
call_20260831_1972,2026-08-31 17:49:55,37.505048333333335,127.02517999999999,8830e1ca05fffff,C3B3,C1B1,2995.0
call_20260831_1973,2026-08-31 17:50:11,37.495086666666666,127.0349275,8830e1ca23fffff,D1D0,A3B3,3011.0
call_20260831_1974,2026-08-31 17:50:48,37.495086666666666,127.0349275,8830e1ca23fffff,D1D0,D3D2,3048.0
call_20260831_1975,2026-08-31 17:51:02,37.50154666666667,127.0350725,8830e1ca3dfffff,D1D2,B3A3,3062.0
call_20260831_1976,2026-08-31 17:51:46,37.501715000000004,127.03018,8830e1ca2bfffff,D2C2,D3C3,3106.0
call_20260831_1977,2026-08-31 17:51:48,37.494951666666665,127.03487,8830e1ca23fffff,C0D0,B1C1,3108.0
call_20260831_1978,2026-08-31 17:52:59,37.50488,127.0300725,8830e1ca05fffff,C2C3,C1D1,3179.0
call_20260831_1979,2026-08-31 17:53:11,37.50495166666667,127.03487,8830e1ca07fffff,C3D3,B2B3,3191.0
call_20260831_1980,2026-08-31 17:53:20,37.49821333333333,127.0300725,8830e1ca2bfffff,C0C1,C1B1,3200.0
call_20260831_1981,2026-08-31 17:53:23,37.495086666666666,127.0349275,8830e1ca23fffff,D1D0,B1C1,3203.0
call_20260831_1982,2026-08-31 17:54:03,37.50178666666667,127.0199275,8830e1ca29fffff,A3A2,C2B2,3243.0
call_20260831_1983,2026-08-31 17:54:07,37.50488,127.0300725,8830e1ca05fffff,C2C3,D0D1,3247.0
call_20260831_1984,2026-08-31 17:54:56,37.49845333333333,127.0349275,8830e1ca2bfffff,D2D1,C0D0,3296.0
call_20260831_1985,2026-08-31 17:55:31,37.50178666666667,127.0349275,8830e1ca3dfffff,D3D2,A2A3,3331.0
call_20260831_1986,2026-08-31 17:56:28,37.494951666666665,127.03487,8830e1ca23fffff,C0D0,D2C2,3388.0
call_20260831_1987,2026-08-31 17:56:38,37.495086666666666,127.0349275,8830e1ca23fffff,D1D0,C3C2,3398.0
call_20260831_1988,2026-08-31 17:56:40,37.49845333333333,127.0349275,8830e1ca2bfffff,D2D1,C1D1,3400.0
call_20260831_1989,2026-08-31 17:56:45,37.50154666666667,127.0300725,8830e1ca2bfffff,C1C2,B0B1,3405.0
call_20260831_1990,2026-08-31 17:56:53,37.49821333333333,127.0350725,8830e1ca2bfffff,D0D1,B1B0,3413.0
call_20260831_1991,2026-08-31 17:57:14,37.495086666666666,127.0349275,8830e1ca23fffff,D1D0,D3C3,3434.0
call_20260831_1992,2026-08-31 17:57:50,37.494951666666665,127.03487,8830e1ca23fffff,C0D0,B2A2,3470.0
call_20260831_1993,2026-08-31 17:58:03,37.49821333333333,127.0200725,8830e1ca29fffff,A0A1,D0D1,3483.0
call_20260831_1994,2026-08-31 17:58:36,37.501715000000004,127.02517999999999,8830e1ca29fffff,C2B2,B1B0,3516.0
call_20260831_1995,2026-08-31 17:59:01,37.49838166666667,127.02018,8830e1ca29fffff,B1A1,B2B3,3541.0
