request_id,pickup_datetime,latitude,longitude,h3_index,from_edge,to_edge
call_20260830_63,2026-08-30 02:37:31,37.50220518657385,127.0307110665857,8830e1ca2bfffff,-117790036#1,-504509918#2
call_20260830_64,2026-08-30 02:37:54,37.49624183067779,127.03437724722806,8830e1ca23fffff,-176732665,417750350#0
call_20260830_65,2026-08-30 02:45:41,37.496578320628984,127.02933040392918,8830e1ca21fffff,309155295#0,-117790044#2
call_20260830_66,2026-08-30 02:45:48,37.50475430916638,127.03212748823265,8830e1ca07fffff,239954369,805827757#0
call_20260830_67,2026-08-30 02:46:02,37.50164497139679,127.02872265887402,8830e1ca2bfffff,-239954009#1,375049565#3
call_20260830_68,2026-08-30 02:51:21,37.503715107466164,127.03173836904605,8830e1ca2bfffff,117790048#4,521766182#1
call_20260830_69,2026-08-30 02:53:16,37.49981418837361,127.02967664923204,8830e1ca2bfffff,129731859#1,-117790060#0
call_20260830_70,2026-08-30 02:54:28,37.495568349509846,127.02580640918787,8830e1ca21fffff,504227067#4,-129731852
call_20260830_71,2026-08-30 02:57:45,37.49568681806887,127.0325566873716,8830e1ca23fffff,379232161#5,-417750343
call_20260830_72,2026-08-30 03:02:49,37.50133214665247,127.02601930184112,8830e1ca29fffff,1376141182#1,129731859#0
call_20260830_73,2026-08-30 03:10:01,37.495032928185694,127.02707625408722,8830e1ca21fffff,504227069,-1011529829#3
call_20260830_74,2026-08-30 03:13:37,37.49420936688719,127.03238496451934,8830e1ca23fffff,805119750,117790045#3
call_20260830_75,2026-08-30 03:14:13,37.49501761927428,127.0302514243789,8830e1ca21fffff,-379232161#1,-1056882877#0
call_20260830_76,2026-08-30 03:16:15,37.49997296453906,127.02963763545786,8830e1ca2bfffff,-557469300#1,117790049#2
call_20260830_77,2026-08-30 03:24:24,37.49555185456799,127.03208855757656,8830e1ca23fffff,379232161#4,117790040
call_20260830_78,2026-08-30 03:25:47,37.50347678140557,127.03267687215461,8830e1ca07fffff,-117790040,417933642#0
call_20260830_79,2026-08-30 03:26:16,37.50133214665247,127.02601930184112,8830e1ca29fffff,1376141182#1,504512001
call_20260830_80,2026-08-30 03:26:24,37.49555185456799,127.03208855757656,8830e1ca23fffff,379232161#4,239962776
call_20260830_81,2026-08-30 03:33:40,37.50393160561046,127.02599540757068,8830e1ca05fffff,-117790051#4,379463134#5
call_20260830_82,2026-08-30 03:34:16,37.49945965786828,127.02950995898469,8830e1ca2bfffff,-129731858#3,520307304#0
call_20260830_83,2026-08-30 03:36:44,37.49363908652725,127.02386900424202,8830e1ca2dfffff,-376649996#1,417750337#0
call_20260830_84,2026-08-30 03:37:21,37.49459484136941,127.0226631790743,8830e1ca2dfffff,-376649992,-309155295#0
call_20260830_85,2026-08-30 03:37:34,37.504654943797576,127.0313459185508,8830e1ca07fffff,803535315#0,-239962780#1
call_20260830_86,2026-08-30 03:38:50,37.495964324493116,127.0273176671949,8830e1ca21fffff,-504227067#3,379463130#0
call_20260830_87,2026-08-30 03:42:13,37.50270423190933,127.02691788716722,8830e1ca05fffff,117790045#0,521766180#1
call_20260830_88,2026-08-30 03:42:57,37.49626865249146,127.03436432788091,8830e1ca23fffff,176732665,256787796#6
call_20260830_89,2026-08-30 03:43:27,37.49363908652725,127.02386900424202,8830e1ca2dfffff,-376649996#1,1472718291
call_20260830_90,2026-08-30 03:46:56,37.49305651199474,127.02607173233231,8830e1ca21fffff,1056882877#0,-117790035
call_20260830_91,2026-08-30 03:47:05,37.500628628996736,127.02442295322106,8830e1ca29fffff,-913950883#1,309155295#3
call_20260830_92,2026-08-30 03:49:50,37.50296290676293,127.02678981072292,8830e1ca05fffff,117790045#1,218877837#2
call_20260830_93,2026-08-30 03:50:05,37.49515655840882,127.03197394726101,8830e1ca23fffff,-805119750,-117790045#0
call_20260830_94,2026-08-30 03:50:53,37.49626865249146,127.03436432788091,8830e1ca23fffff,176732665,-129731857#2
call_20260830_95,2026-08-30 03:52:18,37.502870786229686,127.03363938223451,8830e1ca07fffff,417746802,541692164#0
call_20260830_96,2026-08-30 03:54:57,37.50383487193073,127.03248952948778,8830e1ca07fffff,117790060#0,417750336#0
call_20260830_97,2026-08-30 03:56:40,37.49363908652725,127.02386900424202,8830e1ca2dfffff,-376649996#1,379232161#1
call_20260830_98,2026-08-30 03:59:20,37.504203523272714,127.0213656739437,8830e1ca63fffff,239962780#0,117790039#0
call_20260830_99,2026-08-30 04:00:58,37.49459484136941,127.0226631790743,8830e1ca2dfffff,-376649992,117790045#0
call_20260830_100,2026-08-30 04:02:48,37.50576406290385,127.0213912163928,8830e1ca63fffff,-239962778,-1537068129#1
call_20260830_101,2026-08-30 04:03:45,37.50526541702144,127.02970223429101,8830e1ca05fffff,26004328#0,239954369
call_20260830_102,2026-08-30 04:03:51,37.50576406290385,127.0213912163928,8830e1ca63fffff,-239962778,-117790045#0
call_20260830_103,2026-08-30 04:08:03,37.49761997130311,127.02583472633543,8830e1ca29fffff,-129731721#2,-117790044#3
call_20260830_104,2026-08-30 04:13:15,37.49568681806887,127.0325566873716,8830e1ca23fffff,379232161#5,379232155
call_20260830_105,2026-08-30 04:17:15,37.5000510095721,127.03047491562585,8830e1ca2bfffff,129731859#2,117790045#1
call_20260830_106,2026-08-30 04:20:46,37.502049998848214,127.02697526780656,8830e1ca05fffff,417750337#3,-26004328#0
call_20260830_107,2026-08-30 04:21:50,37.49363908652725,127.02386900424202,8830e1ca2dfffff,-376649996#1,-417750336#5
call_20260830_108,2026-08-30 04:24:36,37.5040887086273,127.02834842463977,8830e1ca05fffff,-117790051#1,494824662#3
call_20260830_109,2026-08-30 04:28:34,37.5040854822356,127.02082907853352,8830e1ca63fffff,-239962780#0,504227066#0
call_20260830_110,2026-08-30 04:38:54,37.49580923306924,127.02876464922933,8830e1ca21fffff,494824662#4,178441450#1
call_20260830_111,2026-08-30 04:40:55,37.493628966374665,127.02383511246954,8830e1ca2dfffff,376649996#0,-417750336#5
call_20260830_112,2026-08-30 04:40:57,37.495623823379425,127.03222681272283,8830e1ca23fffff,-379232161#5,-117790045#3
call_20260830_113,2026-08-30 04:43:19,37.495181265862314,127.03090972390812,8830e1ca21fffff,379232161#1,-117790048#1
call_20260830_114,2026-08-30 04:44:13,37.499983263285834,127.02967152618355,8830e1ca2bfffff,557469300#0,376649992
call_20260830_115,2026-08-30 04:45:20,37.50304224571517,127.03132176419159,8830e1ca2bfffff,117790049#5,-417750337#6
call_20260830_116,2026-08-30 04:46:57,37.50253976505955,127.02532245721838,8830e1ca29fffff,521766175#3,-129731721#2
call_20260830_117,2026-08-30 04:47:59,37.503457073474934,127.03279220899606,8830e1ca07fffff,-117790060#2,256787796#2
call_20260830_118,2026-08-30 04:49:59,37.49459484136941,127.0226631790743,8830e1ca2dfffff,-376649992,-803535315#1
call_20260830_119,2026-08-30 04:52:36,37.49293621318421,127.02608881164744,8830e1ca21fffff,-1056882877#0,117790048#4
call_20260830_120,2026-08-30 04:53:09,37.493628966374665,127.02383511246954,8830e1ca2dfffff,376649996#0,-557469300#1
call_20260830_121,2026-08-30 04:54:54,37.493628966374665,127.02383511246954,8830e1ca2dfffff,376649996#0,239954369
call_20260830_122,2026-08-30 04:55:45,37.50448876950072,127.0315953107216,8830e1ca07fffff,-803535315#1,805827756#0
call_20260830_123,2026-08-30 04:57:41,37.50231476200386,127.0284148876263,8830e1ca2bfffff,117790057,129731858#2
call_20260830_124,2026-08-30 04:58:14,37.50252481684141,127.02931523659683,8830e1ca2bfffff,117790031#4,26163000#6
call_20260830_125,2026-08-30 04:58:48,37.499842532266044,127.02685382957554,8830e1ca29fffff,520307304#2,521770119#2
call_20260830_126,2026-08-30 04:59:30,37.49555185456799,127.03208855757656,8830e1ca23fffff,379232161#4,117790044#3
call_20260830_127,2026-08-30 05:01:09,37.5040887086273,127.02834842463977,8830e1ca05fffff,-117790051#1,1117538958#2
call_20260830_128,2026-08-30 05:01:21,37.49363908652725,127.02386900424202,8830e1ca2dfffff,-376649996#1,117790044#0
call_20260830_129,2026-08-30 05:03:00,37.49363908652725,127.02386900424202,8830e1ca2dfffff,-376649996#1,129731859#1
call_20260830_130,2026-08-30 05:04:05,37.50296290676293,127.02678981072292,8830e1ca05fffff,117790045#1,-37403040
call_20260830_131,2026-08-30 05:04:39,37.501719571819365,127.02886175745077,8830e1ca2bfffff,239954009#0,-417933646#1
call_20260830_132,2026-08-30 05:07:11,37.49515655840882,127.03197394726101,8830e1ca23fffff,-805119750,-1056882877#5
call_20260830_133,2026-08-30 05:09:57,37.50333984908547,127.03326983480225,8830e1ca07fffff,-117790055#1,521770119#1
call_20260830_134,2026-08-30 05:12:06,37.49782870547443,127.02740468192215,8830e1ca2bfffff,472042764,-26163000#4
call_20260830_135,2026-08-30 05:13:32,37.495181265862314,127.03090972390812,8830e1ca21fffff,379232161#1,117790051#0
call_20260830_136,2026-08-30 05:13:45,37.50328543950553,127.03171356695732,8830e1ca2bfffff,-117790048#3,521766175#0
call_20260830_137,2026-08-30 05:14:18,37.49404453879786,127.02561952690162,8830e1ca21fffff,1056882877#2,521770119#2
call_20260830_138,2026-08-30 05:14:50,37.5040854822356,127.02082907853352,8830e1ca63fffff,-239962780#0,129731834#0
call_20260830_139,2026-08-30 05:15:35,37.49293621318421,127.02608881164744,8830e1ca21fffff,-1056882877#0,-117790048#1
call_20260830_140,2026-08-30 05:16:12,37.5042705679479,127.02686420701552,8830e1ca05fffff,26163000#5,-417750342#1
call_20260830_141,2026-08-30 05:18:02,37.49568681806887,127.0325566873716,8830e1ca23fffff,379232161#5,-129731857#2
call_20260830_142,2026-08-30 05:18:29,37.495970670367036,127.0306460264481,8830e1ca21fffff,417933646#0,239954369
call_20260830_143,2026-08-30 05:23:41,37.493628966374665,127.02383511246954,8830e1ca2dfffff,376649996#0,-417933646#1
call_20260830_144,2026-08-30 05:24:25,37.50475430916638,127.03212748823265,8830e1ca07fffff,239954369,504512001
call_20260830_145,2026-08-30 05:24:37,37.5031549721073,127.02874934614002,8830e1ca05fffff,117790062#2,176732665
call_20260830_146,2026-08-30 05:25:03,37.504625470747264,127.02271032803536,8830e1ca05fffff,239954462#1,-504227067#3
call_20260830_147,2026-08-30 05:27:20,37.49363908652725,127.02386900424202,8830e1ca2dfffff,-376649996#1,239954464#1
call_20260830_148,2026-08-30 05:29:42,37.49363908652725,127.02386900424202,8830e1ca2dfffff,-376649996#1,-239954369
call_20260830_149,2026-08-30 05:30:44,37.503175196759564,127.02703557900271,8830e1ca05fffff,-802110008,117790060#0
call_20260830_150,2026-08-30 05:31:23,37.50576406290385,127.0213912163928,8830e1ca63fffff,-239962778,417750336#0
call_20260830_151,2026-08-30 05:32:19,37.50350499733347,127.02493559900557,8830e1ca05fffff,521766175#1,-557469234
call_20260830_152,2026-08-30 05:33:36,37.495636858212606,127.02887443131246,8830e1ca21fffff,494824662#3,129733424#3
call_20260830_153,2026-08-30 05:35:20,37.493628966374665,127.02383511246954,8830e1ca2dfffff,376649996#0,129731859#3
call_20260830_154,2026-08-30 05:36:18,37.49768036730318,127.02690862214347,8830e1ca29fffff,1117538957#3,417746802
call_20260830_155,2026-08-30 05:36:35,37.50470262613215,127.0281218619555,8830e1ca05fffff,117790044#0,542367267#1
call_20260830_156,2026-08-30 05:36:58,37.501266594552725,127.02214488526103,8830e1ca29fffff,506191135#3,1117538957#3
call_20260830_157,2026-08-30 05:37:51,37.49568681806887,127.0325566873716,8830e1ca23fffff,379232161#5,117790036#1
call_20260830_158,2026-08-30 05:38:28,37.49626865249146,127.03436432788091,8830e1ca23fffff,176732665,379232161#4
call_20260830_159,2026-08-30 05:38:33,37.50328543950553,127.03171356695732,8830e1ca2bfffff,-117790048#3,557469234
call_20260830_160,2026-08-30 05:41:33,37.49638047870457,127.02861632601206,8830e1ca21fffff,-309155295#0,1537068129#1
call_20260830_161,2026-08-30 05:41:40,37.503782208455526,127.03266070990018,8830e1ca07fffff,-117790060#1,494824662#3
call_20260830_162,2026-08-30 05:42:38,37.50448876950072,127.0315953107216,8830e1ca07fffff,-803535315#1,1376141183#1
call_20260830_163,2026-08-30 05:43:46,37.49363908652725,127.02386900424202,8830e1ca2dfffff,-376649996#1,803535315#0
call_20260830_164,2026-08-30 05:46:50,37.503566942383394,127.0216319156706,8830e1ca63fffff,219837933#0,-117790049#6
call_20260830_165,2026-08-30 05:47:00,37.49363908652725,127.02386900424202,8830e1ca2dfffff,-376649996#1,521766175#0
call_20260830_166,2026-08-30 05:47:24,37.500628628996736,127.02442295322106,8830e1ca29fffff,-913950883#1,129731859#6
call_20260830_167,2026-08-30 05:48:18,37.49572279520913,127.02984413402294,8830e1ca21fffff,417933645#0,117790031#4
call_20260830_168,2026-08-30 05:51:03,37.493628966374665,127.02383511246954,8830e1ca2dfffff,376649996#0,117790051#0
call_20260830_169,2026-08-30 05:51:38,37.495032928185694,127.02707625408722,8830e1ca21fffff,504227069,375049565#3
call_20260830_170,2026-08-30 05:53:32,37.503959847598566,127.02600280857723,8830e1ca05fffff,117790051#4,417750342#0
call_20260830_171,2026-08-30 05:53:37,37.49484968059005,127.02978982510498,8830e1ca21fffff,379232161#0,1117538957#0
call_20260830_172,2026-08-30 05:55:36,37.50576406290385,127.0213912163928,8830e1ca63fffff,-239962778,117790048#3
call_20260830_173,2026-08-30 05:56:12,37.49459484136941,127.0226631790743,8830e1ca2dfffff,-376649992,129731852
call_20260830_174,2026-08-30 05:56:19,37.49637073871757,127.02825155592033,8830e1ca21fffff,218873820#0,-557469234
call_20260830_175,2026-08-30 05:56:31,37.503782208455526,127.03266070990018,8830e1ca07fffff,-117790060#1,-1537068130#1
call_20260830_176,2026-08-30 05:56:47,37.493628966374665,127.02383511246954,8830e1ca2dfffff,376649996#0,1229817205#0
call_20260830_177,2026-08-30 05:56:49,37.49363908652725,127.02386900424202,8830e1ca2dfffff,-376649996#1,129733424#3
call_20260830_178,2026-08-30 05:56:50,37.50267326774391,127.02755670699038,8830e1ca05fffff,-417750337#2,-504509918#2
call_20260830_179,2026-08-30 05:58:40,37.49363908652725,127.02386900424202,8830e1ca2dfffff,-376649996#1,-239953789
call_20260830_180,2026-08-30 06:01:40,37.493628966374665,127.02383511246954,8830e1ca2dfffff,376649996#0,-379232161#5
call_20260830_181,2026-08-30 06:01:51,37.493628966374665,127.02383511246954,8830e1ca2dfffff,376649996#0,375049565#3
call_20260830_182,2026-08-30 06:02:23,37.49568681806887,127.0325566873716,8830e1ca23fffff,379232161#5,-117790060#1
call_20260830_183,2026-08-30 06:03:27,37.49363908652725,127.02386900424202,8830e1ca2dfffff,-376649996#1,379463134#4
call_20260830_184,2026-08-30 06:03:42,37.49459484136941,127.0226631790743,8830e1ca2dfffff,-376649992,-805827765
call_20260830_185,2026-08-30 06:03:44,37.50423617043218,127.03181246864501,8830e1ca07fffff,-117790060#0,117790031#0
call_20260830_186,2026-08-30 06:05:38,37.50383876412515,127.0266415236043,8830e1ca05fffff,117790051#2,1537068129#0
call_20260830_187,2026-08-30 06:06:24,37.504654943797576,127.0313459185508,8830e1ca07fffff,803535315#0,379463134#4
call_20260830_188,2026-08-30 06:06:56,37.50383487193073,127.03248952948778,8830e1ca07fffff,117790060#0,376649996#0
call_20260830_189,2026-08-30 06:07:54,37.504770390762204,127.03209742730171,8830e1ca07fffff,-239954369,-379232161#0
call_20260830_190,2026-08-30 06:09:10,37.50588029827637,127.03360951522615,8830e1ca07fffff,117790044#5,417750343
call_20260830_191,2026-08-30 06:09:32,37.50140642660565,127.03091089526802,8830e1ca2bfffff,417750352#0,-417933642#4
call_20260830_192,2026-08-30 06:10:32,37.49363908652725,127.02386900424202,8830e1ca2dfffff,-376649996#1,379463134#4
call_20260830_193,2026-08-30 06:11:42,37.49525506406574,127.03104951272522,8830e1ca21fffff,-379232161#3,-523141073
call_20260830_194,2026-08-30 06:13:58,37.50439464252571,127.02278960928787,8830e1ca05fffff,-417731530,506191135#3
call_20260830_195,2026-08-30 06:14:02,37.503566942383394,127.0216319156706,8830e1ca63fffff,219837933#0,1117538958#3
call_20260830_196,2026-08-30 06:15:32,37.49571249655901,127.02981024517186,8830e1ca21fffff,-417933645#1,-117790049#1
call_20260830_197,2026-08-30 06:17:20,37.493628966374665,127.02383511246954,8830e1ca2dfffff,376649996#0,417731530
call_20260830_198,2026-08-30 06:17:47,37.49788187582489,127.02714560871526,8830e1ca29fffff,304445274,379232161#2
call_20260830_199,2026-08-30 06:18:42,37.50519016862656,127.03131805755199,8830e1ca07fffff,417750342#2,504227069
call_20260830_200,2026-08-30 06:19:33,37.50367893034786,127.02714573534764,8830e1ca05fffff,26163000#4,-1537068130#1
call_20260830_201,2026-08-30 06:20:50,37.5050197554618,127.02650816166762,8830e1ca05fffff,26163000#6,26163000#3
call_20260830_202,2026-08-30 06:24:28,37.50271614660535,127.02570581659927,8830e1ca05fffff,-379463134#1,117823785#0
call_20260830_203,2026-08-30 06:26:22,37.50347678140557,127.03267687215461,8830e1ca07fffff,-117790040,805827757#0
call_20260830_204,2026-08-30 06:28:52,37.49459484136941,127.0226631790743,8830e1ca2dfffff,-376649992,129731858#0
call_20260830_205,2026-08-30 06:28:56,37.50526541702144,127.02970223429101,8830e1ca05fffff,26004328#0,-803535315#1
call_20260830_206,2026-08-30 06:28:57,37.49363908652725,127.02386900424202,8830e1ca2dfffff,-376649996#1,379463134#4
call_20260830_207,2026-08-30 06:30:46,37.50356928397921,127.032706118394,8830e1ca07fffff,117790060#1,-117790062#9
call_20260830_208,2026-08-30 06:32:48,37.50505093806818,127.0295571905834,8830e1ca05fffff,-26004328#1,-117790051#4
call_20260830_209,2026-08-30 06:33:03,37.49459484136941,127.0226631790743,8830e1ca2dfffff,-376649992,417750342#2
call_20260830_210,2026-08-30 06:33:08,37.505209916479785,127.02976794860784,8830e1ca05fffff,-117790044#3,379463130#0
call_20260830_211,2026-08-30 06:33:24,37.495964324493116,127.0273176671949,8830e1ca21fffff,-504227067#3,-417933646#4
call_20260830_212,2026-08-30 06:33:27,37.493049166152254,127.02603663639944,8830e1ca21fffff,-1056882877#1,1117538958#3
call_20260830_213,2026-08-30 06:33:44,37.503083333608664,127.02701231856162,8830e1ca05fffff,379463134#3,521770119#0
call_20260830_214,2026-08-30 06:34:40,37.50498894109517,127.02107524799575,8830e1ca63fffff,239962776,-506191135#2
call_20260830_215,2026-08-30 06:35:02,37.503457073474934,127.03279220899606,8830e1ca07fffff,-117790060#2,521770119#2
call_20260830_216,2026-08-30 06:35:30,37.503782208455526,127.03266070990018,8830e1ca07fffff,-117790060#1,-542367267#1
call_20260830_217,2026-08-30 06:35:48,37.49345076747295,127.02589191739919,8830e1ca21fffff,1056882877#1,802110008
call_20260830_218,2026-08-30 06:35:55,37.498825162987764,127.02707383965948,8830e1ca29fffff,523141074#0,239962778
call_20260830_219,2026-08-30 06:36:23,37.50487986373595,127.03103084014137,8830e1ca07fffff,-417750342#2,129731721#0
call_20260830_220,2026-08-30 06:37:02,37.505211022369586,127.02318550255755,8830e1ca05fffff,239954464#1,557469234
call_20260830_221,2026-08-30 06:37:04,37.49363908652725,127.02386900424202,8830e1ca2dfffff,-376649996#1,504227067#0
call_20260830_222,2026-08-30 06:37:29,37.49459484136941,127.0226631790743,8830e1ca2dfffff,-376649992,520307304#2
call_20260830_223,2026-08-30 06:37:55,37.49638047870457,127.02861632601206,8830e1ca21fffff,-309155295#0,379232133
call_20260830_224,2026-08-30 06:37:58,37.49448785768351,127.0332025604508,8830e1ca23fffff,-37403040,129731834#0
call_20260830_225,2026-08-30 06:39:08,37.49363908652725,127.02386900424202,8830e1ca2dfffff,-376649996#1,218877837#2
call_20260830_226,2026-08-30 06:39:14,37.495032928185694,127.02707625408722,8830e1ca21fffff,504227069,-379232155
call_20260830_227,2026-08-30 06:40:06,37.50202845025692,127.03294384477712,8830e1ca2bfffff,-239953789,521766180#1
call_20260830_228,2026-08-30 06:40:40,37.503344123654664,127.02780387124838,8830e1ca05fffff,-379463134#6,-800742072#1
call_20260830_229,2026-08-30 06:41:21,37.50374958751189,127.03249323900444,8830e1ca07fffff,117790035,-117790031#2
